customers,averagespeed,distance,vehicles,costs,tts,weighted_load,positive_height_diff,total_fuel,driver_pay,eff,a,xxx
20,20.80526639170729,3325376.329051699,5,1680.4133476735387,4.303954362869263,844164444.4099551,1104.0061664771822,300.6299016900819,1154.3110197158953,0.37,1,1
20,20.80526639170729,3325376.329051699,5,1681.6657356591752,3.9161407947540283,854186307.4531633,1104.0061664771822,301.34555196738137,1154.3110197162578,0.37,2,1
20,20.80526639170729,3325376.329051699,5,1682.9181236445597,5.364403486251831,864208170.4963713,1104.0061664771822,302.0612022446805,1154.311019716369,0.37,3,1
20,20.80526639170729,3325376.329051699,5,1684.1705116293679,4.060608863830566,874230033.5395795,1104.0061664771822,302.77685252197995,1154.3110197159028,0.37,4,1
20,20.80526639170729,3325376.329051699,5,1685.4228996151728,4.559203863143921,884251896.5827878,1104.0061664771822,303.4925027992791,1154.3110197164342,0.37,5,1
20,20.80526639170729,3325376.329051699,5,1686.6752876005883,4.254716157913208,894273759.6259962,1104.0061664771822,304.2081530765785,1154.3110197165759,0.37,6,1
20,20.80526639170729,3325376.329051699,5,1687.9276746968435,3.7550199031829834,904295622.6692044,1104.0061664771822,304.92380335387776,1154.3110188275575,0.37,7,1
20,20.80526639170729,3325376.329051699,5,1689.180063570816,3.573760747909546,914317485.7124126,1104.0061664771822,305.6394536311771,1154.311019716256,0.37,8,1
20,20.353676256124555,2881446.9907919625,4,1608.6466653891466,2.9029054641723633,798176478.5251402,960.3693694273755,259.62037965878875,1154.3110009862662,0.37,9,1
20,20.80526639170729,3325376.329051699,5,1691.6848395413692,3.6261672973632812,934361211.7988292,1104.0061664771822,307.0707541857756,1154.3110197162619,0.37,10,1
20,20.80526639170729,3325376.329051699,5,1692.9372275264202,5.223161935806274,944383074.8420374,1104.0061664771822,307.786404463075,1154.311019716039,0.37,11,1
20,20.80526639170729,3325376.329051699,5,1694.1896155120253,4.912977933883667,954404937.8852458,1104.0061664771822,308.5020547403744,1154.31101971637,0.37,12,1
20,20.80526639170729,3325376.329051699,5,1695.4420034969703,6.398251533508301,964426800.928454,1104.0061664771822,309.2177050176736,1154.3110197160415,0.37,13,1
20,20.80526639170729,3325376.329051699,5,1696.6943912572056,4.540880441665649,974448663.9716622,1104.0061664771822,309.93335529497296,1154.3110194910028,0.37,14,1
20,20.80526639170729,3325376.329051699,5,1697.946779467331,4.160956621170044,984470527.0148705,1104.0061664771822,310.6490055722722,1154.3110197158546,0.37,15,1
20,20.80526639170729,3325376.329051699,5,1699.1991674530145,6.2126312255859375,994492390.0580785,1104.0061664771822,311.3646558495715,1154.3110197162646,0.37,16,1
20,20.80526639170729,3325376.329051699,5,1700.4515554386064,5.534584283828735,1004514253.101287,1104.0061664771822,312.0803061268708,1154.3110197165825,0.37,17,1
20,20.80526639170729,3325376.329051699,5,1701.703943423347,4.073986530303955,1014536116.1444955,1104.0061664771822,312.7959564041701,1154.3110197160495,0.37,18,1
20,20.80526639170729,3325376.329051699,5,1702.956331451356,5.19521427154541,1024557979.3905777,1104.0061664771822,313.5116066959564,1154.3110197334322,0.37,19,1
20,20.80526639170729,3325376.329051699,5,1704.2087193942143,4.79145359992981,1034579842.2309119,1104.0061664771822,314.2272569587687,1154.3110197163692,0.37,20,1
20,20.80526639170729,3325376.329051699,5,1705.4611073797025,5.507303714752197,1044601705.2741199,1104.0061664771822,314.94290723606787,1154.3110197165838,0.37,21,1
20,20.80526639170729,3325376.329051699,5,1706.7134953642974,5.043592929840088,1054623568.3173283,1104.0061664771822,315.65855751336716,1154.3110197159049,0.37,22,1
20,20.80526639170729,3325376.329051699,5,1707.9658833497156,5.106751918792725,1064645431.3605365,1104.0061664771822,316.3742077906665,1154.3110197160493,0.37,23,1
20,20.353676256124555,2881446.9907919625,4,1624.008619076405,5.123508930206299,921105851.971456,960.3693694273755,268.39863174782573,1154.31101351771,0.37,24,1
20,22.069368531349248,2946927.7541746157,4,1665.772297555991,8.318542242050171,953354082.9067159,899.1598836144447,292.26360519842814,1154.3109884587416,0.37,25,1
20,20.80526639170729,3325376.329051699,5,1711.7230473060695,5.029313564300537,1094711020.4901614,1104.0061664771822,318.5211586225646,1154.3110197165813,0.37,26,1
20,20.80526639170729,3325376.329051699,5,1712.975435290811,4.732363939285278,1104732883.5333695,1104.0061664771822,319.2368088998637,1154.3110197160495,0.37,27,1
20,20.80526639170729,3325376.329051699,5,1714.227823314599,7.667965412139893,1114754746.766111,1104.0061664771822,319.9524591906973,1154.3110197308788,0.37,28,1
20,20.353676256124555,2881446.9907919625,4,1629.1292666067702,5.140873193740845,962082309.7868949,960.3693694273755,271.3247157775046,1154.311013996137,0.37,29,1
