customers,averagespeed,distance,vehicles,costs,tts,weighted_load,positive_height_diff,total_fuel,driver_pay
8,21.175130770009808,1351383.8219374921,2,694.283991680076,0.16963672637939453,479913327.40215975,579.5104987387549,135.81992068653784,456.59913047863483
9,22.30950453076048,1709906.255235737,2,847.6639146111321,0.4018254280090332,616090396.3954026,490.98076714763073,172.21419037184134,546.2890814604098
9,22.049631018267835,1917440.7438815555,2,958.0277831589915,0.21215319633483887,683814422.5809652,585.6130900940791,194.9997825581208,616.7781636822801
9,21.842244729800157,1914014.1695873742,2,956.430031774185,0.20306611061096191,713319109.3963434,326.90042612090986,191.47533251172462,621.348199878667
9,23.46909293124631,1462306.6353986505,2,718.7880473573546,0.2961275577545166,517242851.55882376,384.63207107905896,154.55334089381685,448.319700793175
9,24.305555555555554,1632658.4566550066,2,798.6280396246822,0.18476533889770508,594275898.7365371,550.2398260140335,181.1815865041444,481.56026324242947
9,21.44488503415548,1684668.9626004524,2,859.3213522817234,0.14236211776733398,603924134.345324,658.3010402129481,171.40446608774178,559.3635366281753
9,23.55773983064104,1753040.8701790331,2,957.103689348635,0.19591116905212402,698724894.2267716,517.5688461550517,194.33049692626665,617.0253197276685
9,23.91434328871479,1672961.5266869124,2,815.033979278031,0.2550945281982422,574698969.7019131,421.35633615308694,179.68487601847258,500.5854462457039
9,23.56567930746709,1677566.8419033987,2,827.515404021867,0.16646599769592285,622748258.3489385,516.6036432055743,180.24967330422362,512.0784757394756
9,22.987985677519074,2015671.0319363237,2,984.1574266380651,0.2212057113647461,669861739.3132645,440.3551695206713,207.10608989447624,621.7217693227317
10,23.56634648147902,1740217.215821503,2,855.1099588290631,0.13116669654846191,639194783.438446,484.39964039045736,186.23654453323059,529.1960058959096
10,20.754101454565344,1526998.2172457401,2,796.8316385989167,0.14902734756469727,582465049.051973,482.00979479569617,153.9795046103322,527.3675055308354
10,23.712739737059557,1657090.3331308998,2,818.2626150664569,0.16756343841552734,637326382.82053,631.1392363226095,180.64947374286658,502.12603601644037
10,20.861251748542358,1753939.3814804347,2,910.134478591292,0.21287012100219727,689492923.2904226,619.7858649511846,177.72129682607934,599.1222091456532
10,21.754240351073864,1758551.6319517707,2,891.8593500472241,0.48375535011291504,625952660.5119939,353.0346418200679,179.92679659154808,576.987456012015
10,19.827580936509765,1908127.5818032573,2,1008.5716249215461,0.23073387145996094,710887156.5758162,647.1090661881406,186.4907342696822,682.2128399496023
10,24.078941744892493,1740669.6233418197,2,989.4938802111478,0.17557048797607422,636660366.9775784,541.2550648380947,190.83691602003847,655.5292771760804
10,22.442871284021358,1863901.4688657294,2,940.0534435399264,0.20656943321228027,761206835.7214234,598.1477525855196,198.82212202095968,592.114730003247
10,22.558070174990466,1690658.9435275618,2,857.2766362573573,0.32109570503234863,665503703.0259937,534.3667175539201,183.16515865997212,536.737608602406
10,23.497289385471138,1693495.339669425,2,831.8607733298901,0.14020276069641113,603759363.7081404,357.00648281781037,179.8680866601765,517.0916216745812
11,23.888490817259825,2100317.505859234,3,1053.640546945026,0.8485426902770996,742005451.5326666,448.9298924575864,226.1893873637568,657.8091190584518
11,24.024216276584283,1704904.255782761,2,878.5732021539079,0.24262666702270508,713420214.5241866,437.76792441629095,193.25841193151834,540.3709812737508
11,21.71543794591975,1419857.5110805307,3,728.4103263915317,0.4174990653991699,508517825.75936985,1029.0832269917792,144.5227657196074,475.49548638221876
11,24.12275471314552,2047409.0113108698,3,995.739810340408,0.9114589691162109,694639363.7558762,536.3236940502265,221.17909618678996,608.6763920135256
11,23.098692304133007,1713636.704565619,2,855.3460519405663,0.1918952465057373,654639900.6739595,530.1853701459152,183.85565987989517,533.5986471507498
11,21.817503849336603,1574111.8229961097,2,796.006447345983,0.5106027126312256,560659866.9016067,533.3971185093633,157.90745691803963,519.6683977394136
11,23.441716965372652,1623646.8591162649,2,808.8524987394511,0.23301053047180176,647556535.867739,613.8285061086074,176.51679675641333,499.9481044157278
11,24.305555555555546,1502264.9627231578,2,825.3950221844079,0.31976795196533203,572535079.7952077,681.2613197821494,168.54812519709319,530.4358030894949
11,24.15330031928055,1565863.8404971843,2,775.1166773950649,0.18010473251342773,598676684.0229567,423.32869930376205,174.5486600491505,469.6565223090515
11,24.30555555555556,1951297.5946974424,2,990.8879860716404,0.23239445686340332,759672587.0419512,641.3537868233377,220.07066472575607,605.7643228015673
12,23.274160653659976,1934632.0065485276,3,962.9357204554551,1.1582863330841064,713978660.3406593,527.5139161045108,208.09969022175852,598.7612625673777
12,22.06892786195301,1920874.5348131228,3,978.6800639473711,1.1897900104522705,713704632.8073263,889.6736712558568,201.80472123635408,625.5218017837515
12,22.793821744375443,1780431.377976447,3,1027.2748698879623,0.9233627319335938,631097468.5793265,635.4197584295838,187.31972077275418,699.4653585356425
12,21.27471102936017,1660275.0741964697,2,861.4694005336517,0.7937078475952148,662863691.0306786,652.4178983736574,171.1412291911053,561.9722494492173
12,23.86219093226934,1970056.651487377,3,998.1315668681661,0.7010576725006104,736804427.5349382,635.710224876107,214.83641485537794,622.1678408712547
12,21.57697023515962,2383631.051846563,3,1204.0019981224787,1.0788936614990234,858233400.3244967,576.6060946939212,239.06647616803866,785.6356648284109
12,22.41088613480453,2244179.3337235707,3,1226.6201511049117,1.2647581100463867,827553198.8162405,602.6111656586104,229.11674195271735,825.6658526876564
12,20.636577766306623,1788906.0288707577,3,935.1358443568763,1.3033814430236816,654412118.5299611,552.7591042248653,178.30303020902838,623.1055414910766
12,22.420859415513693,2112147.328631035,3,1160.4211336115231,1.207226037979126,724035622.2501668,566.0810843111212,218.9974646292424,777.1755705103491
12,23.391987346396824,1867627.0354973485,3,974.5812286604189,0.7104613780975342,723916633.4102447,856.9234510297929,200.68732100034586,623.3784169098137
13,23.873245893939043,1909754.5713749588,3,941.2850578402888,0.8430225849151611,685213749.6805022,611.1136491405025,206.7705568007341,579.4365834390042
13,20.525283678396367,2056830.411789219,3,1062.9349860297764,0.7562484741210938,710069122.4120247,733.7694531553457,197.35394543436263,717.5655815196418
13,21.729748812891906,1938340.401640336,3,988.8647719169022,0.584158182144165,704039159.3096087,645.1186011034615,198.009553751004,642.3480528526452
13,23.697002608651257,2087391.0643349679,3,1036.6432321278617,1.0002820491790771,785530045.4421368,687.3012349857555,229.66706339745525,634.7258711823149
13,22.2836129497586,2072395.1401608533,3,1040.5605223533037,1.7154762744903564,710546436.8792001,524.4547280106656,212.71694531175288,668.3058680577361
13,22.733680750311404,2029881.2602099867,3,1004.9651380669086,1.1682653427124023,721797920.7418422,710.277828763984,206.86830755492667,642.9455998457869
13,22.657281251851227,1621368.7836197144,3,830.1960058355102,1.538914442062378,642972821.4803623,636.553429098042,176.22773109354208,521.7974764218116
13,21.721204225181584,1941496.064932076,3,1138.7917921010371,1.6761565208435059,704867818.6612874,706.0992748748878,195.82580641470682,796.0966308753003
13,21.29890003785848,2071559.674872439,3,1187.3890471091731,1.1160736083984375,746983916.1333036,764.0599480265654,206.3420247413475,826.2905038118149
13,20.6964887846009,1829426.5366032526,3,1062.6906472985752,2.083739995956421,661166794.7318325,783.3385436720137,180.65177469012923,746.5500415908491
14,22.52371028596047,2173708.182425843,3,1096.611047620635,2.9074254035949707,821195779.5112941,743.838037183648,229.8815790008549,694.3182843691388
14,23.16778305763998,1930442.6457350792,3,978.5256874852375,0.8564765453338623,701960501.4009316,529.4182229657067,203.71899883983772,622.0174395155216
14,21.079297178138418,2257833.6961047915,3,1159.5622784717807,1.3534634113311768,841907655.1389382,920.0314416440009,224.44809320652394,766.7781153603637
14,23.301848827368055,2059862.741711235,3,1021.1402363312787,2.3786747455596924,751607234.3124135,877.8203557749636,218.41693624175176,638.9105979082132
14,22.528199207131816,2418396.0930209784,3,1218.9616029725134,1.4740447998046875,933454772.4051425,606.1855370893359,257.4600671115378,768.4064855273224
14,21.798369010474325,2102363.7550488943,3,1138.4434561495752,1.7282466888427734,785403048.1462979,969.959145781612,213.70156170592037,764.4657231642146
14,20.89258556872485,2397562.0792382383,3,1332.5860543168824,2.101351499557495,825175004.8680019,778.9486130360515,235.90742482219537,919.7480608780406
14,23.669752756219104,2105135.519188083,3,1042.9567442864509,0.9945664405822754,791542220.7011907,957.8607328616235,228.78009928142592,642.5915705439554
14,23.102343113227846,2054263.248827737,3,1018.9591677231097,1.5019359588623047,730115409.5107912,613.9247475769185,215.13617724716684,642.4708575405676
14,21.097164363607032,1892557.1081889828,3,980.4925216609588,0.7360761165618896,697820981.067149,746.2068842520704,190.0838294154382,647.8458201839419
15,23.581099127865908,2533314.712061971,3,1255.8589705625025,1.3214755058288574,994576238.3669715,678.3148896733588,277.0598699742638,771.0041981075408
15,23.41443893714494,2355578.883225323,3,1322.342445505087,1.729642629623413,891864747.6183898,865.8413306596594,255.9515057885925,874.4273103750501
15,23.355198780911117,2120013.7044610484,3,1127.0948958150298,2.0550029277801514,780043797.1677668,944.5577475530828,225.98747745659298,731.6168102659921
15,24.04272994507163,2198589.0386456084,3,1089.2629143250408,0.8854372501373291,852609666.9353368,969.6269489539332,244.27902471328667,661.7746210767891
15,23.21853150495213,2114767.4308575788,3,1057.5216310912508,0.9217126369476318,823363606.3500856,641.5469766075736,227.56268055303818,659.2869401234341
15,24.15361259424903,2524702.616925423,3,1242.738533748814,1.6385471820831299,963723515.012929,812.8697757721502,280.8978739738272,751.1672542946166
15,23.102252935724216,2194479.8948598783,3,1097.2662041163555,1.61016845703125,818654627.1796274,977.160449787191,235.0107377850928,685.9974129924431
15,20.77788341694666,2163927.1787479264,3,1133.6245227268946,1.3691201210021973,821650353.6792504,712.3517508501012,220.035571800254,748.5622720764502
15,21.12903224806942,2381755.829684074,3,1227.7906108564744,1.6673779487609863,905796359.0719247,815.4267571016541,240.3472831269375,807.1828653843338
15,22.94792055965259,2306940.9587962395,3,1152.004465996668,2.103471517562866,861921142.740416,701.5435696462927,244.65913399967525,723.8509814972364
16,23.545775151634466,2274722.771087998,3,1262.4189583194382,1.098339319229126,958208327.8023888,871.1756572345411,253.3613427568656,819.0366084949234
16,22.717052942362827,2404222.6891830172,4,1216.6365853609234,3.8028922080993652,982228279.3609874,918.416242126672,258.53815090111834,764.1948212839663
16,22.495030007937505,2657207.52293548,3,1339.5919329134863,1.5520431995391846,1055309032.6742744,1030.7911789936356,281.97706824244193,846.1320634892129
16,22.271130707852482,2641710.5220435155,3,1341.3467747081295,1.710202693939209,1017572912.261932,902.7974097568026,281.05982658914564,849.4920781771247
16,22.04352324273022,2050803.871273125,3,1247.2641744175553,1.9524648189544678,806836283.988661,993.2963758154405,214.1464835002774,872.5078282920697
16,22.451092992612484,2078757.7605883721,3,1308.305160637649,3.5903730392456055,775700244.3963666,933.7553085019651,216.28837177115773,929.8005100381229
