customers, averagespeed, distance, vehicles, costs, tts, weightedload
5,1.658333333333333,969.7490675021596,1,32091745.134167306,0.330704927444458,16040252.989952609
5,1.658333333333333,1226.752343732558,1,48200843.81337724,0.10777807235717773,24093313.02703375
5,1.6546645460631528,1277.2825953200725,1,53949707.58542065,0.10871005058288574,26967484.42594082
5,1.3021450589469963,1763.1232201718653,2,66642260.62180335,0.12766003608703613,33312513.832348794
5,1.6583333333333339,1748.8271675290068,2,72918162.11687559,0.11574149131774902,36448946.81909058
5,1.6583333333333332,1112.9353193774164,1,38441417.11081481,0.13164758682250977,19214259.231475383
5,1.6583333333333332,1039.4460981523807,1,28743355.190044504,0.10356354713439941,14365654.13213079
5,1.5937959958425425,1211.8126827808178,1,53054062.29002374,0.11965131759643555,26520455.405674145
5,1.6583333333333332,1266.7085084148223,1,73049574.5837534,0.11765646934509277,36517446.87113886
5,1.3058640233582766,1287.317837803684,1,54035279.06122003,0.10118746757507324,27011332.84327488
5,1.475450737845562,1735.0324928060695,2,79775356.38090748,0.1400148868560791,39878840.63703577
5,1.54447145111701,964.6742390979529,1,30021864.699879717,0.11076951026916504,15005934.556769103
5,1.658333333333333,1364.2435656235307,1,45134908.07106378,0.09969663619995117,22559548.41107762
5,1.6116228822270595,1320.745086309971,1,63254170.92823339,0.09474658966064453,31619798.529081047
5,1.5926805509776352,1118.4721286298545,1,49048354.97549481,0.11269974708557129,24518073.16206174
5,1.6583333333333332,1166.2247832456148,1,41532185.73756372,0.10671472549438477,20759334.73893033
5,1.6583333333333332,770.9889565336053,1,21221637.939979192,0.1266617774963379,10606351.18336972
5,1.6583333333333332,1255.2272332249395,1,59967652.56653135,0.1077120304107666,29976552.39511205
5,1.2456618876482937,1432.4030889181786,1,51871803.22136537,0.10372233390808105,25929175.901691202
5,1.2689412011944055,1392.4962342751455,1,65124998.34592385,0.0967411994934082,32555847.97349576
5,1.6446358108179187,1437.84304045154,1,63020858.6239972,0.11369562149047852,31502227.72045577
5,1.4273080895362087,1151.0833017362465,1,32214134.26722176,0.10571718215942383,16101476.557325246
5,1.2330698167182437,1479.2749298038789,1,86504606.04502924,0.11768507957458496,43245423.975208834
5,1.249798834957501,1241.2298499936733,1,49025232.36588717,0.10671448707580566,24506769.956395518
5,1.6583333333333332,1172.3462064195792,1,59862850.52460263,0.09773850440979004,29924631.659551863
5,1.2396427061865838,1219.3168261476783,1,39374467.061948925,0.10372257232666016,19681534.506092627
5,1.3384461187416323,1734.3648567928417,2,61924484.64495424,0.13065075874328613,30953760.370453317
5,1.6583333333333332,1150.3298816049858,1,37179491.24530434,0.10571718215942383,18583079.601809815
5,1.21368448682246,1295.263484322395,1,40156615.49028473,0.10771059989929199,20072376.743371107
5,1.5951890367776105,1870.659561747835,2,85378330.61568984,0.1655571460723877,42678975.8536407
6,1.6583333333333332,1209.257763507939,1,45291658.43581891,0.12466692924499512,22638821.71720533
6,1.6583333333333334,1461.1348187967658,1,53641070.96978996,0.1376326084136963,26812068.387489837
6,1.6583333333333334,1049.7960767826198,1,36699269.5601391,0.12865424156188965,18343551.340318955
6,1.3029129401089383,1274.3476329759155,1,54639911.63529327,0.1216745376586914,27313799.10614106
