customers,averagespeed,distance,vehicles,costs,tts,weighted_load,positive_height_diff,total_fuel,driver_pay,timewindows,fuel_per_100km_distance,drivercost_per_100km_distance
8,17.38287264250969,1987924.160639502,3.0,1113.2686228574637,0.2527205944061279,645481906.740986,415.6886536397876,161.8400437847815,830.048546234096,17100,8.141157846419988,41.754537857574746
8,22.0873289505716,1615549.5191510054,2.0,812.9056979112315,0.9361634254455566,583823573.9658936,415.6886536397876,164.7409393253335,524.609054091898,17400,10.19720766045644,32.472483688868145
8,19.30257160485031,1828695.4314485271,3.0,949.6999495745526,0.7988393306732178,604826580.0252844,388.62042689159387,159.45343037163747,670.656446424187,17700,8.719518167403791,36.67403739795826
8,17.29737737155646,1768359.5247176096,3.0,1003.9796043924872,0.8783137798309326,578590741.5250597,394.8656088926914,145.256460229993,749.7807989899994,18000,8.2141927701715,42.399794188330134
9,15.815323677480608,1798929.3636826673,4.0,1197.4979163140515,0.1001925468444824,546617974.8493601,522.0672615076907,131.2185913627318,967.8653814292708,1800,7.2942603535087365,53.802300466534774
9,18.224362333439903,2061998.9039892645,3.0,1117.1469846549355,0.1007602214813232,647134617.3861386,623.5548899962268,164.9364304719938,828.5082313289466,2100,7.998861209523345,40.179857987609296
9,17.64013203742379,2055255.419256322,4.0,1279.3804708936902,0.1009407043457031,613827708.4311723,597.3674390862536,157.43741123111226,1003.8650012392438,2400,7.660235791426826,48.84380753037909
9,17.04831107720869,2117569.2192100575,4.0,1174.0536147182106,0.1706392765045166,649392529.0711517,622.1726770724528,157.7443234486782,898.0010486830237,2700,7.449311314957791,42.40716386206331
9,17.690076146576388,1616820.9205896372,3.0,888.3102171168118,0.1386904716491699,541003679.8614798,439.7990119984065,124.57725927113864,670.3000133923192,3000,7.70507467368165,41.45790080127538
9,18.22211452850828,1838812.4292173071,4.0,1087.9720264310924,0.1347842216491699,587296725.9619538,515.9832058748144,148.79808238833823,827.5753822515005,3300,8.092075081941573,45.00597065268691
9,21.63931794961888,1724148.334322794,3.0,866.6406051017543,0.124070405960083,581953628.3461369,599.4505862057451,167.3637366243413,573.754066009157,3600,9.707038152844195,33.277535034972175
9,16.420398724750704,1847601.433644654,4.0,1154.2545505921598,0.1100649833679199,580181361.7397165,522.0672615076907,133.410042918562,920.7869754846764,3900,7.220715490320437,49.8368835787432
9,15.715391062940991,1788317.0037792595,4.0,1275.106823370497,0.1217010021209716,552529007.7924268,520.1583483020621,125.73869868104605,1055.0641006786666,4200,7.031119114526217,58.99759933216506
9,18.0826117291724,1704715.1657287034,3.0,918.4361176014396,0.1312000751495361,556144476.7176113,516.8672221726596,138.25794268686454,676.4847178994265,4500,8.110325142075235,39.68315244090963
9,19.17217761125964,1791325.8096961284,4.0,951.8523811451408,0.165494680404663,553064459.6021228,598.2514553840987,152.44857179278816,685.0673805077614,4800,8.51037655839106,38.2435945934354
9,16.455864686209775,1524397.204009947,3.0,998.8645814001076,0.1050417423248291,515576537.98577535,441.70792520403495,113.58523627132335,800.0904179252918,5100,7.451157478676548,52.48569177512551
9,20.142316433757237,1546437.5295886833,3.0,812.307605956972,0.1661658287048339,507424221.6189281,522.0672615076907,144.25317765126906,559.8645450672511,5400,9.328096020124207,36.20350220135709
9,17.645999184048424,1741164.6751195437,3.0,994.8796929098148,0.1495404243469238,588703401.543652,545.9884831960447,136.21862216911094,756.4971041138708,5700,7.823419812934038,43.4477631509456
9,18.66534366447744,1543051.131819738,3.0,848.0619161523271,0.396477460861206,515234773.5942123,521.1832452098456,131.91454255073958,617.2114666885328,6000,8.548941757696081,39.99941764474442
9,18.70395728356909,1656682.2606682912,3.0,904.7115133749292,0.2901663780212402,577149486.263594,464.60424998460553,137.09467816793523,664.7958265810424,6300,8.275254792227473,40.12814299785341
9,17.351562054101155,1729254.7564965184,3.0,978.031450350752,0.1497800350189209,570398199.2181882,597.3674390862536,132.82693450145112,745.5843149732126,6600,7.681166352293827,43.115932581487954
9,17.08506817319132,1713020.0618291502,3.0,986.9239478771768,0.1736564636230468,563710196.5786527,597.3674390862537,133.42985024432522,753.4217099496077,6900,7.789158645453914,43.98207159028305
9,18.177389395545827,1795254.2238129943,3.0,1018.429218601025,0.1735773086547851,567709329.4747543,515.9832058748144,148.91769495781503,757.8232524248488,7200,8.295075593334312,42.2125870738956
9,15.562423027100468,1850529.4275017031,4.0,1236.523924072656,0.1307616233825683,561224787.7295227,599.6336683078728,132.182827412469,1005.2039761008352,7500,7.142973543032044,54.31980497915698
9,16.680279956285872,1574857.9200524078,3.0,933.998818856593,0.1625227928161621,523790288.0810532,418.98583433732733,124.43311866241838,716.2408611973608,7800,7.901228236403543,45.479712936486735
9,19.27375552796264,1603660.562542811,3.0,967.2883534947564,0.3218545913696289,550637879.4020095,601.5425815135013,143.35380698730145,716.4191912669788,8100,8.939161461948997,44.67399199061201
9,17.53910366482725,1484827.629282036,3.0,886.9394297756248,0.8443069458007812,510127242.951116,522.0672615076907,120.11841192140116,676.7322089131728,8400,8.089720958350057,45.57648278948012
9,18.02504208009334,1589695.3679865142,3.0,913.0850566781132,0.2356629371643066,511701263.4887235,601.5425815135013,130.4703500216648,684.7619441402,8700,8.207254839454977,43.07504179291343
9,15.42515569975851,1788317.0037792595,4.0,1331.923579860461,0.1561064720153808,553435372.8781084,520.1583483020621,126.95890405293294,1109.745497767828,9000,7.099351165628355,62.05530090149549
9,18.307137759056076,1600972.040013437,3.0,959.4664932149268,0.2619614601135254,529008106.5486061,522.0672615076907,133.30967768738094,726.17455726201,9300,8.32679611857944,45.35835349478778
9,17.62571891883918,1667050.9748220565,3.0,973.0972168015078,0.3292837142944336,552284981.0572143,598.2514553840988,138.27846126243392,731.1099095922484,9600,8.294795021321647,43.85648193333069
9,17.3359536845036,1729254.7564965184,3.0,1007.318385966637,0.8611302375793457,570892361.1658546,597.3674390862536,132.90107382611535,774.7415067709352,9900,7.685453709283056,44.80204572867948
9,20.07767491816347,1517406.3670204394,2.0,788.3068554726974,0.3686423301696777,536254760.586387,522.0672615076907,142.1725914185603,539.5048204902168,10200,9.369447401076131,35.554406005925884
9,18.05640971458248,1698922.150746744,3.0,946.1868729240138,0.3930892944335937,554242481.2158669,525.3583876370933,140.8140637845977,699.7622613009678,10500,8.288435330759818,41.18860072507704
9,18.80312408448302,1725183.0443761311,3.0,1052.5572291383592,0.7305638790130615,583518632.1383312,443.9741544256541,147.65449124721175,794.1618694557385,10800,8.558772457713742,46.03348450731656
9,21.160620701653205,1626668.435977125,2.0,819.8194716940972,0.2675085067749023,618704600.6858963,626.3478194997004,154.07415116856004,550.1897071491171,11100,9.471761285883012,33.82310094549926
9,20.85439606259788,1509412.5856379287,2.0,770.0181430722622,0.5295860767364502,546312427.9844545,521.1832452098456,143.22461458296164,519.3750675520794,11400,9.48876509615362,34.40908552730624
9,21.099835644066456,1523303.502517551,2.0,777.1929928840256,1.018430233001709,565395146.0757598,418.9858343373274,146.8176165853354,520.2621638596886,11700,9.638106676882916,34.153546092414
9,20.896646383818563,1653118.560918938,2.0,873.0720896438062,1.705230951309204,601767133.7226281,454.1753729073747,164.6758018028662,584.8894364887904,12000,9.96152397631577,35.38097328988074
9,21.0551166029905,1496811.9351182124,2.0,762.1287315059885,1.2033493518829346,533427517.58842987,417.0769211316989,144.66971659840698,508.95672745877624,12300,9.665189941646313,34.00271707604876
9,20.395577316408556,1534999.3001993636,2.0,797.6270867597932,0.6884973049163818,560206006.0963466,454.1753729073747,146.50806498934216,541.2379730284443,12600,9.544503699142657,35.25981887797272
9,20.442639559318263,1521819.8808472543,2.0,800.0778301580816,1.4125471115112305,552401085.9423556,522.0672615076907,145.4296248004348,545.5759867573207,12900,9.556296814802332,35.85023389585225
9,20.95647452176582,1568958.3097218806,2.0,794.263043285828,0.6770634651184082,573675250.8692555,453.2913566095297,148.4576440421858,534.4621662120029,13200,9.462179021729517,34.06477806964441
9,19.96273277259538,1521819.8808472543,2.0,824.7492119485794,2.239953994750977,539065676.4069325,522.0672615076907,147.51722143726974,566.5940744333574,13500,9.693474457380683,37.23134922629038
9,16.647197579684203,1466355.4485437134,3.0,859.7066587740021,0.7377688884735107,497458330.4205349,522.0672615076907,111.36353133092386,664.8204789448853,13800,7.5945795708348,45.33828953990253
9,22.55744772893086,1549847.2994727152,2.0,766.7661959542049,1.2810938358306885,545970808.4436021,544.0795699904162,156.98317850886554,492.0456335636902,14100,10.128944868457292,31.7480072863367
9,19.163349766956355,1508991.1562890396,2.0,790.4104548750854,0.8290097713470459,571075308.4747357,626.3478194997004,130.58483215448464,561.8869986047373,14400,8.65378379523596,37.23593715330633
9,15.73585351865659,1466355.4485437134,3.0,970.5160930575486,0.193904161453247,496964168.4728699,522.0672615076907,105.8367400178186,785.301798026366,14700,7.217672912998592,53.55466839955316
9,19.47873431866776,1493844.3980822605,2.0,797.3412506721421,0.6175827980041504,530355823.10147953,522.0672615076907,139.45077074984096,553.3024018599205,15000,9.335026521427697,37.038824295905826
9,19.005762473795578,1513515.3368510269,2.0,812.9225323996878,0.9376766681671144,548231304.5349464,442.59194150188,134.251647641834,577.9821490264783,15300,8.870187461803582,38.18806026961115
9,16.420797077702286,1667050.9748220567,3.0,1009.8439519141488,2.9255805015563965,556389584.9289327,598.2514553840987,125.89631449981462,789.5254015394733,15600,7.552037484231876,47.36060345267776
9,16.4765445758513,1671031.2539588157,3.0,1013.0122122476432,0.8279552459716797,547927117.7332928,598.2514553840988,121.51282180962036,800.3647740808076,15900,7.271726457643813,47.89645748304678
9,18.09720611699747,1696992.0091540103,3.0,998.2390494052074,1.9263815879821775,572494930.8283061,546.8724994938898,141.43554809650374,750.7268402363259,16200,8.334485214636493,44.238678566941545
9,20.00947950994276,1493844.3980822605,2.0,784.5394932807258,1.2534213066101074,543389104.2460529,522.0672615076907,141.7587668267127,536.4616513339785,16500,9.489526955330629,35.91148127761279
9,22.15881546158117,1766565.174908805,2.0,882.5937753155821,0.8505587577819824,652844008.555742,478.0965945957289,179.81574376758655,567.9162237223056,16800,10.17883440257839,32.14804818914327
9,20.85185058644251,1541146.0385068138,2.0,794.7343403801653,2.035292387008667,571308998.9592031,520.1583483020622,151.35567929945495,529.8619016061192,17100,9.820982276676421,34.38103128237555
9,17.237595292498526,1580937.7368548303,3.0,938.10753288112,1.4898746013641355,546305208.1176959,520.1583483020622,121.44016756193142,725.58723964774,17400,7.681527534634506,45.89600353845985
9,21.84198627446367,1619788.1116696834,2.0,810.337139970046,0.9958276748657228,608442163.7944641,498.4611543431381,160.5650740306665,529.3482604163796,17700,9.912720859838602,32.68009294565852
9,18.911214646929007,1465630.23108392,2.0,785.5940855872539,2.1175308227539062,543069480.7003251,522.0672615076907,129.241742099548,559.4210369130449,18000,8.818168413731893,38.16931617870082
10,19.64383831986436,1964453.0808195856,3.0,1056.963345203592,0.1333262920379638,659283566.184398,575.0317258086785,168.51438245817926,762.0631759017781,1800,8.5781831138402,38.79263818221809
10,17.645660158106907,2214350.108883917,5.0,1533.5706813355632,0.1205840110778808,677108687.2114979,584.5000167495559,181.1126872652002,1216.623478621463,2100,8.179044792356036,54.94268831926804
10,19.029129241688352,2327726.940054121,4.0,1343.8601038830802,0.135038137435913,708523290.5830764,618.6382890568277,187.35867299853177,1015.9824261356498,2400,8.048997061235008,43.64697631209388
10,18.711306924017077,2490691.7971864864,4.0,1396.3353825127178,0.1417388916015625,808681808.1559846,686.7458721191892,214.5111374564169,1020.9408919639884,2700,8.612512302755848,40.99025391729538
10,18.651096833675332,2222325.333389229,4.0,1277.0868482321678,0.1275405883789062,668907637.8620626,515.537698122147,187.7358838776701,948.5490514462452,3000,8.44772279994475,42.68272683548226
10,18.244697130843228,2122259.7675016182,4.0,1292.7872792630478,0.1320531368255615,686612174.667545,570.0167005938215,169.4087391251509,996.3219857940336,3300,7.982469522314108,46.946278728495656
10,18.88747423621557,2312433.688741631,5.0,1265.2421094078215,0.1487231254577636,740943029.0980637,638.9790192212304,193.80038217799589,926.0914405963288,3600,8.380797387684542,40.04834582306595
10,17.17397347852079,1851170.5762761491,3.0,1041.4510827246938,0.1734423637390136,657201932.0834621,584.5000167495559,144.9473202008576,787.7932723731931,3900,7.830035873432932,42.55649276567119
10,19.614981616286524,2264052.2466171654,4.0,1156.857508556188,0.142540693283081,751377271.3552891,554.6909956442759,192.09839195383347,820.6853226369793,4200,8.484715502517991,36.24851519496543
10,16.863870780350158,2200285.380223213,4.0,1320.2516195848086,0.1390182971954345,706041471.6433185,609.1699981159504,163.51758857990131,1034.0958395699813,4500,7.431653641370507,46.99825981051035
10,18.10003063872621,1920270.5218868384,3.0,1035.2332870604464,0.1583485603332519,629166665.3472344,551.837840156267,150.3074790708756,772.1951986864141,4800,7.827411677558065,40.21283407129861
10,18.68256235737734,2326151.955370389,4.0,1297.0712168773712,0.1283183097839355,726703307.1885087,563.3045510201059,194.24610097981432,957.140540162696,5100,8.350533615456985,41.14694820142531
10,17.59108977389682,2132477.3374660644,4.0,1295.9606032524457,0.1642599105834961,717404670.4202536,588.8292679515476,166.00485722313147,1005.4521031119654,5400,7.784601238500769,47.14948597328134
10,17.891130973386783,2147089.4446966825,4.0,1329.6000169769204,0.1874234676361084,674209268.2401496,599.6046930542259,176.35332236764933,1020.9817028335342,5700,8.213599242604568,47.55189427973586
10,19.63390354764906,2027058.7289758937,3.0,1090.080380806004,0.1470389366149902,657923231.2802471,494.342232392697,178.16854174554368,778.2854327513028,6000,8.789510594769872,38.39481420178223
10,18.896579735918664,2134190.411862652,3.0,1179.1911510822383,0.1338777542114257,699730523.8325636,422.6705058868789,183.7887272905438,857.5608783237868,6300,8.611636818766277,40.182022820322565
10,21.90651275043248,2077883.9045662244,3.0,1041.17102671325,0.1530995368957519,754476227.0280043,465.73928300598584,202.91625394457765,686.0675823102392,6600,9.765524122818503,33.01760896278089
10,18.05879627539816,1867795.5088386335,3.0,1074.4255260959894,0.1567797660827636,615072398.1852409,448.7372492215863,158.96157324424638,796.2427729185583,6900,8.51065186162088,42.630082851716985
10,18.409209264380664,2181164.93481256,3.0,1169.0177813327628,0.1449308395385742,739902394.7144088,630.3654638454003,183.5769676731124,847.758087904816,7200,8.41646428214234,38.86721606303782
10,18.413197341429147,1836501.285332987,3.0,998.428729959442,0.3057374954223633,647219588.3414241,517.6995678489952,151.08387031010477,734.0319569167585,7500,8.226722818912203,39.96904128404499
10,19.35967066027313,2033027.461786603,3.0,1133.965389984079,0.1617724895477295,690007722.2350298,638.9790192212304,182.23495528850373,815.0542182291973,7800,8.963723250858479,40.09066446711626
10,22.450914574938643,1959081.9653720064,3.0,967.7028280573364,0.3182511329650879,681794732.2479388,527.2648729107196,196.35097244435713,624.0886262797113,8100,10.022601193568356,31.856177398948404
10,17.266160417404784,1864898.4768477457,3.0,1080.874485790487,0.1990175247192382,628457558.7468863,604.8407469139586,150.13768357500527,818.1335395342277,8400,8.050716188517903,43.8701382242065
10,19.019380444917303,2005969.0676578656,3.0,1066.899700664374,0.2492988109588623,657239292.8031446,482.87552152885814,169.89526460824592,769.5829875999437,8700,8.469485763637056,38.36464878785471
10,18.457518218208115,2141084.3630746193,4.0,1245.2578358166552,0.245347261428833,678642694.2337341,666.4051419547866,182.56114625594,925.7758298687602,9000,8.526574169818339,43.23864327042847
10,20.916739617954903,2201404.4449691763,3.0,1151.361880953772,0.3499948978424072,741437609.0364319,638.9790192212304,216.0328840807444,773.3043338124693,9300,9.81341182327672,35.12777198118617
10,19.5397344455067,1746182.5474288373,3.0,1001.2403612563062,0.2516069412231445,638850009.2827817,485.728677016867,164.3051862282604,713.7062853568505,9600,9.409393449166652,40.87237536577981
10,18.68161020559897,1999824.3807757648,3.0,1050.268353633885,0.2972457408905029,710338439.3750647,630.3654638454003,163.4686955819538,764.1981363654658,9900,8.174152548262343,38.21326231001448
10,19.307556973733025,1716736.6527002726,3.0,925.35215504282,0.2654719352722168,620372304.7186992,584.5000167495559,151.20380846934887,660.7454902214595,10200,8.807629768463256,38.4884594373963
10,17.27785182991093,2183145.6084057796,4.0,1385.0357985931937,0.178553819656372,662988669.9255172,699.3277824728093,172.3341518619358,1083.451032834806,10500,7.893845980698517,49.62797848495252
10,19.070302972739412,1955866.8953144224,3.0,1017.1129940977236,0.2125818729400634,653283117.9136206,535.8784282865497,164.11866316520857,729.9053335586085,10800,8.391095710980123,37.31876311763383
10,19.144941253501138,1759910.4480004334,3.0,975.4075715434792,0.2967617511749267,634495514.5217047,506.0694071812696,162.77579236793832,690.5499348995872,11100,9.249095177137004,39.23778824565608
10,19.85994084734188,1746182.5474288373,3.0,948.3140163196648,0.2931857109069824,638850009.2827913,485.728677016867,164.72779949467724,660.0403672039797,11400,9.433595573225167,37.79904730899153
10,18.25961817100578,1929635.405812272,3.0,1091.4948006664538,0.2423436641693115,618348757.0056535,604.8407469139586,163.41004341198274,805.5272246954839,11700,8.468441391558938,41.74504791263407
10,18.014588452636737,1850229.1859045837,3.0,1065.1947528048374,0.4777233600616455,641851441.1556755,538.0402980133979,155.91272140186544,792.3474903515729,12000,8.426670738394993,42.82428881718193
10,21.51596998421839,1738603.7519274196,2.0,881.3251671495009,0.2636349201202392,659916291.5914688,506.0694071812696,174.03190054194422,576.7693412010985,12300,10.009865695332367,33.17428370677855
10,18.74877760540054,1928097.9131534435,3.0,1015.3060219732538,0.201944351196289,652818929.9876927,515.537698122147,159.5677170214298,736.0625171857516,12600,8.275913579536713,38.175577711295084
10,18.99628689679285,1768743.7018001096,3.0,981.9550747780036,0.9496781826019288,666105076.1777261,630.3654638454003,158.8468177866643,703.9731436513412,12900,8.98077079369954,39.80074348447908
10,20.209195894631826,2044895.4193517729,3.0,1076.9853225701786,0.3646063804626465,690929624.9400697,528.480504699969,186.69765282511048,750.2644301262353,13200,9.12993647784165,36.68962349008867
10,21.373570112247208,1718838.7600497808,2.0,876.609932794082,0.4692964553833008,688667695.2883035,527.2648729107196,171.6981055806206,576.138248027996,13500,9.989192097090474,33.519039797037735
10,21.406734493321924,1858983.7076922236,3.0,933.455537718916,0.4420051574707031,637537981.0711068,596.2271915381285,177.08279215977564,623.5606514393087,13800,9.525785052716222,33.54309394208776
