customers,averagespeed,distance,vehicles,costs,tts,weighted_load,positive_height_diff,total_fuel,driver_pay,eff
8,0,0.0,0,0.0,0.07620882987976074,0.0,0,0.0,0,0.91
8,0,0.0,0,0.0,0.07044148445129395,0.0,0,0.0,0,0.92
8,0,0.0,0,0.0,0.07619571685791016,0.0,0,0.0,0,0.93
8,0,0.0,0,0.0,0.0698554515838623,0.0,0,0.0,0,0.9400000000000001
8,0,0.0,0,0.0,0.07661199569702148,0.0,0,0.0,0,0.9500000000000001
8,0,0.0,0,0.0,0.06957054138183594,0.0,0,0.0,0,0.96
8,0,0.0,0,0.0,0.07637453079223633,0.0,0,0.0,0,0.97
8,0,0.0,0,0.0,0.06943297386169434,0.0,0,0.0,0,0.98
8,0,0.0,0,0.0,0.07657313346862793,0.0,0,0.0,0,0.99
8,0,0.0,0,0.0,0.06962418556213379,0.0,0,0.0,0,1.0
8,0,0.0,0,0.0,0.07780146598815918,0.0,0,0.0,0,0.01
8,0,0.0,0,0.0,0.07034921646118164,0.0,0,0.0,0,0.02
8,0,0.0,0,0.0,0.08119535446166992,0.0,0,0.0,0,0.03
8,0,0.0,0,0.0,0.07997941970825195,0.0,0,0.0,0,0.04
8,0,0.0,0,0.0,0.08097982406616211,0.0,0,0.0,0,0.05
8,0,0.0,0,0.0,0.07633113861083984,0.0,0,0.0,0,0.06
8,0,0.0,0,0.0,0.07039093971252441,0.0,0,0.0,0,0.07
8,0,0.0,0,0.0,0.07866144180297852,0.0,0,0.0,0,0.08
8,0,0.0,0,0.0,0.06829476356506348,0.0,0,0.0,0,0.09
8,0,0.0,0,0.0,0.06808328628540039,0.0,0,0.0,0,0.1
8,0,0.0,0,0.0,0.06975340843200684,0.0,0,0.0,0,0.11
8,0,0.0,0,0.0,0.08292102813720703,0.0,0,0.0,0,0.12
8,0,0.0,0,0.0,0.07384991645812988,0.0,0,0.0,0,0.13
8,0,0.0,0,0.0,0.0734395980834961,0.0,0,0.0,0,0.14
8,0,0.0,0,0.0,0.08234596252441406,0.0,0,0.0,0,0.15
8,0,0.0,0,0.0,0.07838892936706543,0.0,0,0.0,0,0.16
8,0,0.0,0,0.0,0.07657170295715332,0.0,0,0.0,0,0.17
8,0,0.0,0,0.0,0.07006144523620605,0.0,0,0.0,0,0.18
8,0,0.0,0,0.0,0.08481597900390625,0.0,0,0.0,0,0.19
8,0,0.0,0,0.0,0.08025908470153809,0.0,0,0.0,0,0.2
8,0,0.0,0,0.0,0.0851292610168457,0.0,0,0.0,0,0.21
8,0,0.0,0,0.0,0.07174277305603027,0.0,0,0.0,0,0.22
8,0,0.0,0,0.0,0.08701181411743164,0.0,0,0.0,0,0.23
8,0,0.0,0,0.0,0.07034969329833984,0.0,0,0.0,0,0.24
8,0,0.0,0,0.0,0.07672357559204102,0.0,0,0.0,0,0.25
8,0,0.0,0,0.0,0.06995415687561035,0.0,0,0.0,0,0.26
8,0,0.0,0,0.0,0.07959628105163574,0.0,0,0.0,0,0.27
8,0,0.0,0,0.0,0.06657910346984863,0.0,0,0.0,0,0.28
8,0,0.0,0,0.0,0.07064485549926758,0.0,0,0.0,0,0.29
8,0,0.0,0,0.0,0.07598519325256348,0.0,0,0.0,0,0.3
8,0,0.0,0,0.0,0.07968974113464355,0.0,0,0.0,0,0.31
8,0,0.0,0,0.0,0.08522772789001465,0.0,0,0.0,0,0.32
8,0,0.0,0,0.0,0.07935714721679688,0.0,0,0.0,0,0.33
8,0,0.0,0,0.0,0.07888054847717285,0.0,0,0.0,0,0.34
8,0,0.0,0,0.0,0.0674428939819336,0.0,0,0.0,0,0.35000000000000003
8,0,0.0,0,0.0,0.06885647773742676,0.0,0,0.0,0,0.36
8,0,0.0,0,0.0,0.06690049171447754,0.0,0,0.0,0,0.37
8,0,0.0,0,0.0,0.06886100769042969,0.0,0,0.0,0,0.38
8,0,0.0,0,0.0,0.06757974624633789,0.0,0,0.0,0,0.39
8,0,0.0,0,0.0,0.0684514045715332,0.0,0,0.0,0,0.4
8,0,0.0,0,0.0,0.06840872764587402,0.0,0,0.0,0,0.41000000000000003
8,0,0.0,0,0.0,0.06788253784179688,0.0,0,0.0,0,0.42
8,0,0.0,0,0.0,0.06876611709594727,0.0,0,0.0,0,0.43
8,0,0.0,0,0.0,0.06755256652832031,0.0,0,0.0,0,0.44
8,0,0.0,0,0.0,0.06866121292114258,0.0,0,0.0,0,0.45
8,0,0.0,0,0.0,0.06783699989318848,0.0,0,0.0,0,0.46
8,0,0.0,0,0.0,0.06884026527404785,0.0,0,0.0,0,0.47000000000000003
8,0,0.0,0,0.0,0.06715607643127441,0.0,0,0.0,0,0.48
8,0,0.0,0,0.0,0.07282614707946777,0.0,0,0.0,0,0.49
8,0,0.0,0,0.0,0.07798290252685547,0.0,0,0.0,0,0.5
8,0,0.0,0,0.0,0.06834125518798828,0.0,0,0.0,0,0.51
8,0,0.0,0,0.0,0.06885743141174316,0.0,0,0.0,0,0.52
8,0,0.0,0,0.0,0.06792831420898438,0.0,0,0.0,0,0.53
8,0,0.0,0,0.0,0.06895065307617188,0.0,0,0.0,0,0.54
8,0,0.0,0,0.0,0.06738424301147461,0.0,0,0.0,0,0.55
8,0,0.0,0,0.0,0.07000517845153809,0.0,0,0.0,0,0.56
8,0,0.0,0,0.0,0.07659363746643066,0.0,0,0.0,0,0.5700000000000001
8,0,0.0,0,0.0,0.06975197792053223,0.0,0,0.0,0,0.58
8,0,0.0,0,0.0,0.06720542907714844,0.0,0,0.0,0,0.59
8,0,0.0,0,0.0,0.06940507888793945,0.0,0,0.0,0,0.6
8,0,0.0,0,0.0,0.0673060417175293,0.0,0,0.0,0,0.61
8,0,0.0,0,0.0,0.06971383094787598,0.0,0,0.0,0,0.62
8,0,0.0,0,0.0,0.07950782775878906,0.0,0,0.0,0,0.63
8,0,0.0,0,0.0,0.07755708694458008,0.0,0,0.0,0,0.64
8,0,0.0,0,0.0,0.06909513473510742,0.0,0,0.0,0,0.65
8,0,0.0,0,0.0,0.06656932830810547,0.0,0,0.0,0,0.66
8,0,0.0,0,0.0,0.06959676742553711,0.0,0,0.0,0,0.67
8,0,0.0,0,0.0,0.07740354537963867,0.0,0,0.0,0,0.68
8,0,0.0,0,0.0,0.06902718544006348,0.0,0,0.0,0,0.6900000000000001
8,0,0.0,0,0.0,0.0671534538269043,0.0,0,0.0,0,0.7000000000000001
8,0,0.0,0,0.0,0.06983137130737305,0.0,0,0.0,0,0.71
8,0,0.0,0,0.0,0.0768580436706543,0.0,0,0.0,0,0.72
8,0,0.0,0,0.0,0.06992745399475098,0.0,0,0.0,0,0.73
8,0,0.0,0,0.0,0.07913851737976074,0.0,0,0.0,0,0.74
8,0,0.0,0,0.0,0.06774592399597168,0.0,0,0.0,0,0.75
8,0,0.0,0,0.0,0.06931757926940918,0.0,0,0.0,0,0.76
8,0,0.0,0,0.0,0.06764745712280273,0.0,0,0.0,0,0.77
8,0,0.0,0,0.0,0.06969809532165527,0.0,0,0.0,0,0.78
8,0,0.0,0,0.0,0.08068132400512695,0.0,0,0.0,0,0.79
8,0,0.0,0,0.0,0.08045411109924316,0.0,0,0.0,0,0.8
8,0,0.0,0,0.0,0.0863332748413086,0.0,0,0.0,0,0.81
8,0,0.0,0,0.0,0.08137011528015137,0.0,0,0.0,0,0.8200000000000001
8,0,0.0,0,0.0,0.07745194435119629,0.0,0,0.0,0,0.8300000000000001
8,0,0.0,0,0.0,0.06980204582214355,0.0,0,0.0,0,0.84
8,0,0.0,0,0.0,0.07690024375915527,0.0,0,0.0,0,0.85
8,0,0.0,0,0.0,0.06940150260925293,0.0,0,0.0,0,0.86
8,0,0.0,0,0.0,0.0673518180847168,0.0,0,0.0,0,0.87
8,0,0.0,0,0.0,0.06883931159973145,0.0,0,0.0,0,0.88
8,0,0.0,0,0.0,0.0682072639465332,0.0,0,0.0,0,0.89
8,0,0.0,0,0.0,0.0676722526550293,0.0,0,0.0,0,0.9
8,0,0.0,0,0.0,0.06854653358459473,0.0,0,0.0,0,0.91
8,0,0.0,0,0.0,0.06740665435791016,0.0,0,0.0,0,0.92
8,0,0.0,0,0.0,0.06934905052185059,0.0,0,0.0,0,0.93
8,0,0.0,0,0.0,0.06732797622680664,0.0,0,0.0,0,0.9400000000000001
8,0,0.0,0,0.0,0.06974411010742188,0.0,0,0.0,0,0.9500000000000001
8,0,0.0,0,0.0,0.07661628723144531,0.0,0,0.0,0,0.96
8,0,0.0,0,0.0,0.07051539421081543,0.0,0,0.0,0,0.97
8,0,0.0,0,0.0,0.07969331741333008,0.0,0,0.0,0,0.98
8,0,0.0,0,0.0,0.08058691024780273,0.0,0,0.0,0,0.99
8,0,0.0,0,0.0,0.08448410034179688,0.0,0,0.0,0,1.0
8,0,0.0,0,0.0,0.08728551864624023,0.0,0,0.0,0,0.01
8,0,0.0,0,0.0,0.07680726051330566,0.0,0,0.0,0,0.02
8,0,0.0,0,0.0,0.08421015739440918,0.0,0,0.0,0,0.03
8,0,0.0,0,0.0,0.07876825332641602,0.0,0,0.0,0,0.04
8,0,0.0,0,0.0,0.07350492477416992,0.0,0,0.0,0,0.05
8,0,0.0,0,0.0,0.07894158363342285,0.0,0,0.0,0,0.06
8,0,0.0,0,0.0,0.07178211212158203,0.0,0,0.0,0,0.07
8,0,0.0,0,0.0,0.07870912551879883,0.0,0,0.0,0,0.08
8,0,0.0,0,0.0,0.07202577590942383,0.0,0,0.0,0,0.09
8,0,0.0,0,0.0,0.08069920539855957,0.0,0,0.0,0,0.1
8,0,0.0,0,0.0,0.08177733421325684,0.0,0,0.0,0,0.11
8,0,0.0,0,0.0,0.07959508895874023,0.0,0,0.0,0,0.12
8,0,0.0,0,0.0,0.08176445960998535,0.0,0,0.0,0,0.13
8,0,0.0,0,0.0,0.0802621841430664,0.0,0,0.0,0,0.14
8,0,0.0,0,0.0,0.08513784408569336,0.0,0,0.0,0,0.15
8,0,0.0,0,0.0,0.07625484466552734,0.0,0,0.0,0,0.16
8,0,0.0,0,0.0,0.07574081420898438,0.0,0,0.0,0,0.17
8,0,0.0,0,0.0,0.07631182670593262,0.0,0,0.0,0,0.18
8,0,0.0,0,0.0,0.0748288631439209,0.0,0,0.0,0,0.19
8,0,0.0,0,0.0,0.07701873779296875,0.0,0,0.0,0,0.2
8,0,0.0,0,0.0,0.07466626167297363,0.0,0,0.0,0,0.21
8,0,0.0,0,0.0,0.07695627212524414,0.0,0,0.0,0,0.22
8,0,0.0,0,0.0,0.07494473457336426,0.0,0,0.0,0,0.23
8,0,0.0,0,0.0,0.07664728164672852,0.0,0,0.0,0,0.24
8,0,0.0,0,0.0,0.07457542419433594,0.0,0,0.0,0,0.25
8,0,0.0,0,0.0,0.07648062705993652,0.0,0,0.0,0,0.26
8,0,0.0,0,0.0,0.07540059089660645,0.0,0,0.0,0,0.27
8,0,0.0,0,0.0,0.07613897323608398,0.0,0,0.0,0,0.28
8,0,0.0,0,0.0,0.07515311241149902,0.0,0,0.0,0,0.29
8,0,0.0,0,0.0,0.075531005859375,0.0,0,0.0,0,0.3
8,0,0.0,0,0.0,0.07756829261779785,0.0,0,0.0,0,0.31
8,0,0.0,0,0.0,0.07339882850646973,0.0,0,0.0,0,0.32
8,0,0.0,0,0.0,0.0784904956817627,0.0,0,0.0,0,0.33
8,0,0.0,0,0.0,0.07370376586914062,0.0,0,0.0,0,0.34
8,0,0.0,0,0.0,0.07931900024414062,0.0,0,0.0,0,0.35000000000000003
8,0,0.0,0,0.0,0.08222246170043945,0.0,0,0.0,0,0.36
8,0,0.0,0,0.0,0.08101797103881836,0.0,0,0.0,0,0.37
8,0,0.0,0,0.0,0.08331012725830078,0.0,0,0.0,0,0.38
8,0,0.0,0,0.0,0.0785970687866211,0.0,0,0.0,0,0.39
8,0,0.0,0,0.0,0.07282876968383789,0.0,0,0.0,0,0.4
8,0,0.0,0,0.0,0.07880568504333496,0.0,0,0.0,0,0.41000000000000003
8,0,0.0,0,0.0,0.07212185859680176,0.0,0,0.0,0,0.42
8,0,0.0,0,0.0,0.07928013801574707,0.0,0,0.0,0,0.43
8,0,0.0,0,0.0,0.08408737182617188,0.0,0,0.0,0,0.44
8,0,0.0,0,0.0,0.07761621475219727,0.0,0,0.0,0,0.45
8,0,0.0,0,0.0,0.07825183868408203,0.0,0,0.0,0,0.46
8,0,0.0,0,0.0,0.07218122482299805,0.0,0,0.0,0,0.47000000000000003
8,0,0.0,0,0.0,0.08189940452575684,0.0,0,0.0,0,0.48
8,0,0.0,0,0.0,0.0788731575012207,0.0,0,0.0,0,0.49
8,0,0.0,0,0.0,0.08022427558898926,0.0,0,0.0,0,0.5
8,0,0.0,0,0.0,0.08069634437561035,0.0,0,0.0,0,0.51
8,0,0.0,0,0.0,0.08861446380615234,0.0,0,0.0,0,0.52
8,0,0.0,0,0.0,0.07239317893981934,0.0,0,0.0,0,0.53
8,0,0.0,0,0.0,0.08667898178100586,0.0,0,0.0,0,0.54
8,0,0.0,0,0.0,0.07461023330688477,0.0,0,0.0,0,0.55
8,0,0.0,0,0.0,0.0762176513671875,0.0,0,0.0,0,0.56
8,0,0.0,0,0.0,0.07464027404785156,0.0,0,0.0,0,0.5700000000000001
8,0,0.0,0,0.0,0.07691001892089844,0.0,0,0.0,0,0.58
8,0,0.0,0,0.0,0.07427477836608887,0.0,0,0.0,0,0.59
8,0,0.0,0,0.0,0.07673335075378418,0.0,0,0.0,0,0.6
8,0,0.0,0,0.0,0.0746922492980957,0.0,0,0.0,0,0.61
8,0,0.0,0,0.0,0.07654476165771484,0.0,0,0.0,0,0.62
8,0,0.0,0,0.0,0.0818336009979248,0.0,0,0.0,0,0.63
8,0,0.0,0,0.0,0.08724594116210938,0.0,0,0.0,0,0.64
8,0,0.0,0,0.0,0.07363009452819824,0.0,0,0.0,0,0.65
8,0,0.0,0,0.0,0.07779145240783691,0.0,0,0.0,0,0.66
8,0,0.0,0,0.0,0.07282686233520508,0.0,0,0.0,0,0.67
8,0,0.0,0,0.0,0.0776972770690918,0.0,0,0.0,0,0.68
8,0,0.0,0,0.0,0.0730128288269043,0.0,0,0.0,0,0.6900000000000001
8,0,0.0,0,0.0,0.07802939414978027,0.0,0,0.0,0,0.7000000000000001
8,0,0.0,0,0.0,0.07251977920532227,0.0,0,0.0,0,0.71
8,0,0.0,0,0.0,0.08147788047790527,0.0,0,0.0,0,0.72
8,0,0.0,0,0.0,0.08213663101196289,0.0,0,0.0,0,0.73
8,0,0.0,0,0.0,0.07916569709777832,0.0,0,0.0,0,0.74
8,0,0.0,0,0.0,0.0714573860168457,0.0,0,0.0,0,0.75
8,0,0.0,0,0.0,0.07968807220458984,0.0,0,0.0,0,0.76
8,0,0.0,0,0.0,0.08204293251037598,0.0,0,0.0,0,0.77
8,0,0.0,0,0.0,0.0832211971282959,0.0,0,0.0,0,0.78
8,0,0.0,0,0.0,0.08652019500732422,0.0,0,0.0,0,0.79
8,0,0.0,0,0.0,0.07472014427185059,0.0,0,0.0,0,0.8
8,0,0.0,0,0.0,0.08762598037719727,0.0,0,0.0,0,0.81
8,0,0.0,0,0.0,0.07314276695251465,0.0,0,0.0,0,0.8200000000000001
8,0,0.0,0,0.0,0.08077836036682129,0.0,0,0.0,0,0.8300000000000001
8,0,0.0,0,0.0,0.08260226249694824,0.0,0,0.0,0,0.84
8,0,0.0,0,0.0,0.07838201522827148,0.0,0,0.0,0,0.85
8,0,0.0,0,0.0,0.07289886474609375,0.0,0,0.0,0,0.86
8,0,0.0,0,0.0,0.07836437225341797,0.0,0,0.0,0,0.87
8,0,0.0,0,0.0,0.07321286201477051,0.0,0,0.0,0,0.88
8,0,0.0,0,0.0,0.07795977592468262,0.0,0,0.0,0,0.89
8,0,0.0,0,0.0,0.07275867462158203,0.0,0,0.0,0,0.9
8,0,0.0,0,0.0,0.07838249206542969,0.0,0,0.0,0,0.91
8,0,0.0,0,0.0,0.07238483428955078,0.0,0,0.0,0,0.92
8,0,0.0,0,0.0,0.08056139945983887,0.0,0,0.0,0,0.93
8,0,0.0,0,0.0,0.08401083946228027,0.0,0,0.0,0,0.9400000000000001
8,0,0.0,0,0.0,0.0767512321472168,0.0,0,0.0,0,0.9500000000000001
8,0,0.0,0,0.0,0.07427859306335449,0.0,0,0.0,0,0.96
8,0,0.0,0,0.0,0.08561158180236816,0.0,0,0.0,0,0.97
8,0,0.0,0,0.0,0.07555985450744629,0.0,0,0.0,0,0.98
8,0,0.0,0,0.0,0.07514190673828125,0.0,0,0.0,0,0.99
8,0,0.0,0,0.0,0.07594060897827148,0.0,0,0.0,0,1.0
8,0,0.0,0,0.0,0.07912063598632812,0.0,0,0.0,0,0.01
8,0,0.0,0,0.0,0.07597947120666504,0.0,0,0.0,0,0.02
8,0,0.0,0,0.0,0.07921957969665527,0.0,0,0.0,0,0.03
8,0,0.0,0,0.0,0.0755467414855957,0.0,0,0.0,0,0.04
8,0,0.0,0,0.0,0.07913827896118164,0.0,0,0.0,0,0.05
8,0,0.0,0,0.0,0.07610821723937988,0.0,0,0.0,0,0.06
8,0,0.0,0,0.0,0.0784909725189209,0.0,0,0.0,0,0.07
8,0,0.0,0,0.0,0.07577180862426758,0.0,0,0.0,0,0.08
8,0,0.0,0,0.0,0.07898330688476562,0.0,0,0.0,0,0.09
8,0,0.0,0,0.0,0.0759885311126709,0.0,0,0.0,0,0.1
8,0,0.0,0,0.0,0.07926821708679199,0.0,0,0.0,0,0.11
8,0,0.0,0,0.0,0.07504463195800781,0.0,0,0.0,0,0.12
8,0,0.0,0,0.0,0.0790407657623291,0.0,0,0.0,0,0.13
8,0,0.0,0,0.0,0.0789947509765625,0.0,0,0.0,0,0.14
8,0,0.0,0,0.0,0.0734865665435791,0.0,0,0.0,0,0.15
8,0,0.0,0,0.0,0.07957267761230469,0.0,0,0.0,0,0.16
8,0,0.0,0,0.0,0.07330560684204102,0.0,0,0.0,0,0.17
8,0,0.0,0,0.0,0.08066844940185547,0.0,0,0.0,0,0.18
8,0,0.0,0,0.0,0.08516883850097656,0.0,0,0.0,0,0.19
8,0,0.0,0,0.0,0.07796907424926758,0.0,0,0.0,0,0.2
8,0,0.0,0,0.0,0.0759742259979248,0.0,0,0.0,0,0.21
8,0,0.0,0,0.0,0.07636356353759766,0.0,0,0.0,0,0.22
8,0,0.0,0,0.0,0.07620596885681152,0.0,0,0.0,0,0.23
8,0,0.0,0,0.0,0.07654094696044922,0.0,0,0.0,0,0.24
8,0,0.0,0,0.0,0.07683467864990234,0.0,0,0.0,0,0.25
8,0,0.0,0,0.0,0.07644200325012207,0.0,0,0.0,0,0.26
8,0,0.0,0,0.0,0.07628631591796875,0.0,0,0.0,0,0.27
8,0,0.0,0,0.0,0.07641124725341797,0.0,0,0.0,0,0.28
8,0,0.0,0,0.0,0.07652068138122559,0.0,0,0.0,0,0.29
8,0,0.0,0,0.0,0.07589840888977051,0.0,0,0.0,0,0.3
8,0,0.0,0,0.0,0.07776045799255371,0.0,0,0.0,0,0.31
8,0,0.0,0,0.0,0.07594084739685059,0.0,0,0.0,0,0.32
8,0,0.0,0,0.0,0.07790422439575195,0.0,0,0.0,0,0.33
8,0,0.0,0,0.0,0.08311748504638672,0.0,0,0.0,0,0.34
8,0,0.0,0,0.0,0.07924771308898926,0.0,0,0.0,0,0.35000000000000003
8,0,0.0,0,0.0,0.07311892509460449,0.0,0,0.0,0,0.36
8,0,0.0,0,0.0,0.07986259460449219,0.0,0,0.0,0,0.37
8,0,0.0,0,0.0,0.0826563835144043,0.0,0,0.0,0,0.38
8,0,0.0,0,0.0,0.08098006248474121,0.0,0,0.0,0,0.39
8,0,0.0,0,0.0,0.08243155479431152,0.0,0,0.0,0,0.4
8,0,0.0,0,0.0,0.08002257347106934,0.0,0,0.0,0,0.41000000000000003
8,0,0.0,0,0.0,0.082672119140625,0.0,0,0.0,0,0.42
8,0,0.0,0,0.0,0.08019065856933594,0.0,0,0.0,0,0.43
8,0,0.0,0,0.0,0.08299398422241211,0.0,0,0.0,0,0.44
8,0,0.0,0,0.0,0.07960987091064453,0.0,0,0.0,0,0.45
8,0,0.0,0,0.0,0.07336091995239258,0.0,0,0.0,0,0.46
8,0,0.0,0,0.0,0.08319664001464844,0.0,0,0.0,0,0.47000000000000003
8,0,0.0,0,0.0,0.08001494407653809,0.0,0,0.0,0,0.48
8,0,0.0,0,0.0,0.08364200592041016,0.0,0,0.0,0,0.49
8,0,0.0,0,0.0,0.07959747314453125,0.0,0,0.0,0,0.5
