customers,averagespeed,distance,vehicles,costs,tts,weighted_load,positive_height_diff,total_fuel,driver_pay,eff,a,xxx
8,14.605478543768898,1768359.5247176099,3,7319.27792388599,0.9672050476074219,568522147.7727554,394.8656088926914,3696.789442529157,849.8963994599656,0.01,1,1
8,14.605478543768898,1768359.5247176099,3,4084.587161672933,1.2297656536102295,568522147.7727576,394.8656088926914,1848.3947212645817,849.8963994599148,0.02,2,1
8,14.605478543768898,1768359.5247176099,3,3006.3569076017757,1.035010814666748,568522147.7727576,394.8656088926914,1232.2631475097212,849.8963994597632,0.03,3,1
8,14.605478543768898,1768359.5247176099,3,2467.241780566469,1.274707555770874,568522147.7727574,394.8656088926914,924.1973606322906,849.8963994599608,0.04,4,1
8,14.605478543768898,1768359.5247176099,3,2143.77270434497,1.3862154483795166,568522147.7727578,394.8656088926914,739.3578885058326,849.8963994597627,0.05,5,1
8,15.102716361929113,1768359.5247176099,3,1924.9853099755758,1.3249049186706543,568522147.7727576,394.8656088926914,629.9018533748159,822.6570665696479,0.06,6,1
8,19.40852167969685,1615549.5191510054,2,1764.8505366510617,1.976048231124878,547330885.0909797,415.6886536397876,671.7425381712864,589.3010948513106,0.07,7,1
8,19.40852167969685,1615549.5191510054,2,1617.9068564264462,1.9700114727020264,547330885.0909797,415.6886536397876,587.7747208998755,589.3010948516638,0.08,8,1
8,19.40852167969685,1615549.5191510054,2,1503.6173273625857,1.986830711364746,547330885.0909797,415.6886536397876,522.4664185776672,589.301094851668,0.09,9,1
8,19.40852167969685,1615549.5191510054,2,1412.1857041111361,1.4416120052337646,547330885.0909797,415.6886536397876,470.2197767199004,589.3010948513106,0.1,10,1
8,19.438955555969798,1615549.5191510054,2,1337.3752553418158,1.5316381454467773,547330885.0909796,415.6886536397876,427.9798187001966,588.4105726164717,0.11,11,1
8,19.438955555969798,1615549.5191510054,2,1274.9615317813705,2.044755458831787,547330885.0909796,415.6886536397876,392.3148338085135,588.4105726164717,0.12,12,1
8,19.438955555969798,1615549.5191510054,2,1222.1499195382212,1.3547961711883545,547330885.0909746,415.6886536397876,362.1367696693961,588.4105726167779,0.13,13,1
8,19.438955555969798,1615549.5191510054,2,1176.882823329242,2.2515857219696045,547330885.0909797,415.6886536397876,336.2698575501544,588.4105726164717,0.14,14,1
8,19.438955555969798,1615549.5191510054,2,1137.6513399487515,8.10616159439087,547330885.0909797,415.6886536397876,313.8518670468108,588.4105726168325,0.15,15,1
8,19.438955555969798,1615549.5191510054,2,1103.3237919901458,4.603921413421631,547330885.0909797,415.6886536397876,294.2361253563851,588.4105726164718,0.16,16,1
8,19.438955555969798,1615549.5191510054,2,1073.0347790861633,3.194737434387207,547330885.0909786,415.6886536397876,276.92811798248,588.4105726168234,0.17,17,1
8,19.438955555969798,1615549.5191510054,2,1046.1112120600478,4.177345275878906,547330885.0909797,415.6886536397876,261.54322253900904,588.410572616782,0.18,18,1
8,19.438955555969798,1615549.5191510054,2,1022.0217047209285,4.235227346420288,547330885.0909797,415.6886536397876,247.777789773798,588.410572616782,0.19,19,1
8,19.438955555969798,1615549.5191510054,2,1000.3411481157663,3.62892484664917,547330885.0909718,415.6886536397876,235.38890028510707,588.4105726168289,0.2,20,1
8,20.138888888888882,1615549.5191510054,2,979.8006771975145,3.862530469894409,547330885.0909798,415.6886536397876,234.9302930107255,568.6726644287448,0.21,21,1
8,20.138888888888882,1615549.5191510054,2,961.1130402534795,3.914349317550659,547330885.0909797,415.6886536397876,224.2516433284198,568.6726644287448,0.22,22,1
8,20.138888888888882,1615549.5191510054,2,944.0504152176211,5.592396259307861,547330885.0909797,415.6886536397876,214.50157187935807,568.6726644287445,0.23,23,1
8,20.138888888888882,1615549.5191510054,2,928.4096756017282,4.140630722045898,547330885.0909797,415.6886536397876,205.5640063843848,568.6726644290547,0.24,24,1
8,21.52777777777777,1615549.5191510054,2,913.4869199084774,4.602044105529785,547330885.0909796,415.6886536397876,217.24584790285812,533.3066860784756,0.25,25,1
8,21.52777777777777,1615549.5191510054,2,898.8646032230184,5.058674097061157,547330885.0909797,415.6886536397876,208.89023836813283,533.306686078786,0.26,26,1
8,21.52777777777777,1615549.5191510054,2,885.3254211062548,5.751595973968506,547330885.0909797,415.6886536397876,201.1535628730168,533.3066860784754,0.27,27,1
