customers,averagespeed,distance,vehicles,costs,tts,weighted_load,positive_height_diff,total_fuel,driver_pay
5,24.305555555555557,870557.6620533199,1,436.3159532777429,0.5721368789672852,398496395.2259207,181.53213916627095,102.43707706312384,257.05106841727616
5,24.305555555555554,1122202.452803979,2,551.4032959138882,0.5291261672973633,437430308.26526994,398.79276844778457,126.60233830848868,329.849203874033
5,24.305555555555554,1275849.7627650048,2,625.8328660186626,0.5566859245300293,504511097.9668914,159.63853127497603,144.4496105313586,373.0460475887851
5,24.305555555555554,1650181.0257524783,2,804.3472019280923,0.6069052219390869,645385303.9993557,222.24088277662742,186.32033916863415,478.28660838298254
5,24.305555555555554,1469974.7099547412,2,747.4769649519573,0.21465611457824707,583727775.8652918,331.0730930812655,166.6033244932684,455.9211470887376
5,24.305555555555554,967899.5753097718,1,482.1880251481586,0.364840030670166,430734954.5215055,169.92362001536705,113.01141321040649,284.41805202994726
5,24.305555555555557,938023.3123169848,1,469.4490468046795,0.46903181076049805,431564157.31822264,420.74379266017274,110.53171012187195,276.0185540914036
5,24.305555555555546,1165711.1629976202,2,573.6627748766039,0.516371488571167,465892862.25727534,181.2189133088374,132.33223309036188,342.08136696847055
5,24.30555555555555,1169986.128942299,2,575.904995470227,0.48088979721069336,469130435.20536345,239.7802902691343,132.9267156353588,343.28324310834915
5,24.305555555555554,1258782.686816144,2,618.4170401502728,0.5895369052886963,503875895.4196311,297.61633562918894,142.9538737467543,368.2477610934527
6,24.305555555555554,1550460.3691489343,2,763.3877709366326,0.9461791515350342,644236637.6143112,408.18449364450794,177.76395020990697,452.3008580692954
6,24.305555555555554,1053756.6106992734,2,525.9861245795375,1.1445879936218262,453074094.1207292,592.3738015217984,121.90284589392598,312.6561442651671
6,24.305555555555554,1621251.5229247103,2,796.4089079691046,1.0876638889312744,664969353.3503433,405.6796456255552,185.2603558096247,472.2032853022614
6,24.30555555555555,1333284.0936797345,2,661.4295611194609,0.8215153217315674,575394559.7894099,343.7662661291449,154.3921495081216,391.24329948024814
6,24.305555555555557,1115913.696703707,2,552.8236909579547,0.8832883834838867,454024297.4902342,312.0808830929466,127.25287196675764,330.1311650161288
6,24.305555555555554,1182981.2661128286,2,584.7449470541096,1.100149393081665,478764018.5045882,318.9917277418517,134.71897940152797,348.9867331014356
6,24.30555555555555,606389.8323290007,1,307.23941414181587,1.024064064025879,257886111.12432373,207.4405091043097,69.9469966505499,184.83217000335355
6,24.305555555555554,1208912.9414467702,2,596.7156734166581,0.9202070236206055,485355795.73958004,528.1114650338261,137.3933914407643,356.2772383953205
6,24.305555555555546,1934233.383253662,3,944.6585615675396,0.6350908279418945,758286073.0197177,571.7503628328764,218.52152103914855,562.2458997490296
6,24.305555555555557,1476557.1053627315,2,730.5494870628546,1.0046050548553467,635672261.5923771,186.3539169612061,170.87200212947974,431.5234833362651
7,24.30555555555555,1564195.121715723,2,772.3140500940748,3.1012816429138184,652016884.6890069,391.8207394714045,179.4867225405697,458.2122856480778
7,24.305555555555554,1862428.4750722086,3,913.5206299913784,1.608898401260376,739705770.4912753,562.9784345188446,211.0926670202075,544.1084627060153
7,24.305555555555557,1847397.6609795527,3,906.496499578858,3.035297393798828,735200611.5557674,541.8000114411954,209.49362450973445,539.8826566868227
7,24.305555555555554,1360583.7509294928,2,674.4617744442269,2.8507471084594727,569370437.491373,574.5869948331339,156.28192647186765,400.96840311845847
7,24.305555555555554,1267650.8136485931,2,631.2794036293967,2.5431408882141113,543489309.7338398,488.3128380019879,146.5362468690078,374.840971608633
7,24.305555555555557,1283333.3904889838,2,637.1712662172239,7.82370138168335,536691882.2209999,260.4452392887498,147.38357151332636,379.25001606890277
7,24.305555555555554,1687581.7733673386,2,830.1431813637324,6.775219440460205,690348938.3392789,344.5517372332098,192.70949710687694,492.90156142669775
7,24.305555555555554,1243173.9389970915,2,618.8368146263235,8.24309515953064,528117333.0846712,334.2460731789187,143.35848085208087,367.95947313518207
7,24.305555555555554,1551225.895947822,2,766.4975422485443,2.185764789581299,650083865.2379091,647.8369471631252,178.24654959302077,454.5660804607579
7,24.30555555555556,2009071.228037503,3,982.9545521323773,2.0491511821746826,790904815.7432119,272.956743444469,227.21058678766352,585.3360252539662
8,24.305555555555557,1366726.6433882613,2,684.7234198618318,23.33138084411621,613951221.363004,625.5126117912237,159.98742080091424,404.7454334602318
8,24.305555555555554,1627754.727900217,2,810.4208342916453,4.174997329711914,721916718.6767603,408.88685569275617,189.87955392113383,478.13161492966105
8,24.305555555555554,1183069.1827743764,2,598.742430463295,17.32915997505188,557663273.2100314,402.26769444493095,140.36056012281884,353.1114502483621
8,24.305555555555554,1292290.5395319557,2,646.968626057231,24.79092049598694,567876810.4550167,507.6717232733596,150.3716408632609,383.8182545465243
8,24.305555555555557,1424238.5888447452,2,711.2283779028562,21.31154465675354,628218292.541734,338.12947599638983,165.89364101635584,420.9145061242335
8,24.305555555555557,1624065.2181829729,2,807.4804577387821,27.16660451889038,711078493.3220863,495.33987048793546,188.79206977418633,477.094335633956
8,24.305555555555554,1082474.7323916894,2,551.54554073284,12.012245655059814,526011408.4862744,347.5347521831395,129.55171524331894,324.8300390570318
8,24.305555555555554,1654523.184885818,2,818.250096368565,40.75384259223938,692489275.5759187,407.3765828333509,190.0529834018216,485.65737541537726
8,24.305555555555554,1537958.7306349843,2,766.1681436662814,11.871905088424683,676680151.8845559,260.2589460918068,179.0183039776343,452.8861117054213
8,24.305555555555557,1351383.8219374921,2,674.6899735028292,16.595745086669922,586438155.4598414,579.5104987387549,156.71889411538825,400.43190880089963
9,24.30555555555555,1710619.0822735033,2,852.5866902241925,111.64618301391602,757893127.4607105,554.0615851743145,199.4904879693696,503.4783362777956
9,24.305555555555554,1973182.2792791536,2,979.453997438719,200.00549936294556,869939827.1586894,585.6130900940791,229.80451072593084,577.29610366834
9,24.305555555555546,2085893.9837652529,3,1024.4595702273223,97.20593428611755,825970587.2796443,346.11879082995017,236.24307196023017,611.0341942969195
9,24.30555555555555,1462306.63539865,2,727.784887908501,104.52231884002686,613354941.0850693,384.63207107905896,168.06732709188984,433.6670654976938
9,24.30555555555555,1588719.713644945,2,790.0414809226904,42.34409809112549,676706067.2207295,550.2398260140335,183.333875101089,469.2071994957847
9,24.305555555555554,1695443.8287162522,2,842.0235538917602,150.84064531326294,725564970.6822045,627.9978184209406,195.89236100343354,499.2119221357515
9,24.30555555555555,1753040.8701790334,2,867.2374899506233,74.00212788581848,729208306.4108286,517.5688461550517,201.04718343749545,515.4049189350063
9,24.30555555555555,1712017.4418227277,2,850.9259113354128,194.83744835853577,739793126.3095044,421.35633615308694,198.3168207187466,503.8714750776063
9,24.305555555555557,1717323.5491300463,2,853.7990453574287,17.54085373878479,744532451.5654502,532.4021100552168,199.10616920672564,505.36324924565884
9,24.305555555555546,2171622.1777496603,3,1067.5673652404967,13.604816913604736,876037995.32865,392.67133798802536,247.10360088752265,635.1360636873321
10,24.30555555555555,1711821.3140076578,2,858.1544573191829,1078.4004731178284,781907548.3449497,429.6253600333184,201.30749838517306,505.86633514513005
10,24.30555555555555,1526998.21724574,2,768.7293855354478,294.61680817604065,702068936.9520128,482.00979479569617,179.89985364790408,453.90464165161563
10,24.305555555555554,1657090.3331309,2,833.4810753003436,136.98057985305786,772731091.0315535,631.1392363226095,196.0011225672517,490.4791108076531
10,24.305555555555554,1738330.6167496613,2,870.4737844597146,654.9319121837616,789301963.0131832,619.7858649511846,204.08831325669246,513.3192362605027
10,24.305555555555557,1640746.856850693,2,868.7125166408368,525.5547904968262,716711149.4113189,411.4056811738761,190.61191439313157,535.1416664528566
10,24.305555555555554,2070779.2923089794,3,1025.8287280897102,616.4672861099243,872514232.9168507,734.2866112093328,238.28224075891654,608.8348067616063
10,24.305555555555554,1740669.6233418197,2,872.5270222830804,582.6078824996948,797686617.4768355,541.2550648380947,204.88582344580277,513.9768312529256
10,24.305555555555554,1747598.1014190167,2,875.7737567020932,167.73947882652283,799834898.5889987,666.0396411858355,205.62801904217415,515.9247233782885
10,24.305555555555554,1644464.6744115856,2,824.9004027163649,670.0441615581512,747496853.6346287,526.9073842950264,193.1262318158023,486.9294970387109
10,nan,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan,nan
11,24.305555555555557,1573914.1507094668,2,790.9642210409771,1457.019121646881,702209523.245543,598.6853145206525,183.89685703438644,469.1447212308008
11,nan,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan,nan
11,nan,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan,nan
12,nan,nan,nan,nan,nan,nan,nan,nan,nan
13,nan,nan,nan,nan,nan,nan,nan,nan,nan
13,nan,nan,nan,nan,nan,nan,nan,nan,nan
13,nan,nan,nan,nan,nan,nan,nan,nan,nan
13,nan,nan,nan,nan,nan,nan,nan,nan,nan
13,nan,nan,nan,nan,nan,nan,nan,nan,nan
13,nan,nan,nan,nan,nan,nan,nan,nan,nan
13,nan,nan,nan,nan,nan,nan,nan,nan,nan
